Gender,Starting_Weight_KG,End_Weight_KG,Duration_in_weeks,Training_hours_per_week,Intensity
Male,84.09267263550377,81.20095553317158,16,8,Low
Male,91.68709460670088,85.61232354876937,18,9,Medium
Male,119.31960439831359,115.65806061857339,9,6,High
Female,68.3847467318973,67.18948926638845,8,5,Medium
Female,79.83577804555262,75.9256074869178,16,5,High
Male,82.04212258767694,79.30455038413449,8,7,High
Female,79.87613281756357,79.25817284681649,6,3,Medium
Male,92.81305146043326,91.28686829639544,14,2,High
Female,116.80843025667133,115.30807824991318,17,3,Low
Female,110.70924521974322,109.01636848485934,9,4,Medium
Male,95.31056876971086,89.67114095587533,15,7,High
Female,61.48614348235492,55.15801470798447,15,12,High
Male,113.24124455981513,108.79989826870514,15,6,Medium
Male,106.42144708578161,95.72193913294039,20,11,Medium
Male,86.09457934605238,84.91788172619309,12,4,Low
Male,119.8428508404075,107.8743231241057,16,11,High
Male,84.00933749696492,81.19084610435907,10,8,Medium
Female,112.02687249561977,105.92819156473114,15,6,High
Female,77.65596984778134,76.46307864263568,9,3,High
Male,97.41413865300629,96.20723170885556,10,2,High
Male,111.81826107105259,103.09368366619564,20,9,Medium
Male,107.10033423976041,105.03839975904182,7,10,Low
Male,117.51457497776157,115.96072155827684,6,4,High
Female,97.268419527623,89.1078899749246,19,10,Medium
Female,65.86860968874316,61.80448810472118,15,7,High
Male,115.374414529678,114.24532402658127,7,5,Low
Male,110.76622099954363,106.44857342842414,16,4,High
Female,102.71222705359932,100.91970094103517,16,4,Low
Male,82.14934189414942,80.23375014773256,7,8,Medium
Female,83.77336467970464,78.80111524378405,13,10,Medium
Female,70.04614916757235,69.27769129580304,8,3,Medium
Female,109.31423450447214,104.5734471126058,13,6,High
Female,102.03171736907177,101.54305176597819,6,3,Low
Female,112.98465583914812,99.49959286113605,18,12,High
Female,117.99450641544983,115.20205809348518,18,5,Low
Female,106.48485685154992,99.49430248776366,16,9,Medium
Female,119.65398499324573,117.11866495924032,7,5,High
Female,96.88619316865794,95.70987557498201,14,2,Medium
Female,62.22777623348687,60.71929104200051,6,9,Medium
Female,60.855090909017754,59.538516900855996,17,5,Low
Male,93.68415500815155,92.93211941196984,16,2,Low
Male,112.93886876270149,107.0035671713362,20,10,Low
Female,111.96808237948386,106.56416321368992,17,5,High
Female,117.64875172936067,110.71898405290639,16,9,Medium
Female,63.9072881129291,61.95522236929448,9,6,High
Female,62.67426665925984,62.113620298170176,11,3,Low
Male,116.53134385468135,114.7268055755529,7,8,Low
Male,92.20186793451447,89.8102299004382,16,6,Low
Female,93.47924403657797,85.30055571981005,18,12,Medium
Male,119.2977953200284,117.1228834484668,8,5,Medium
Male,96.01794138943694,92.12084757564821,18,8,Low
Female,99.9522838985904,93.21716611374444,20,8,Medium
Male,96.03518254527941,91.87811817410115,17,6,Medium
Female,106.09167986776679,102.04227903158687,17,4,High
Male,101.10858902291463,97.60719282706698,7,9,High
Female,74.25138827918099,73.26229882532964,10,5,Low
Male,90.85224405033864,89.88717390209193,13,3,Low
Male,90.32236850153629,83.34601658899004,15,12,Medium
Female,91.93921969551364,90.38087012612485,14,2,High
Male,108.12756064062657,103.37234950743877,10,8,High
Male,117.97119600172569,116.49552504769558,16,3,Low
Male,107.76349500331919,103.60105701010778,10,7,High
Male,111.24771375849562,106.23325737289207,17,6,Medium
Male,86.75704463458263,82.17476137728569,12,8,High
Female,82.44375750043955,79.69023979350482,11,5,High
Male,96.55120879433065,94.97761201716321,20,3,Low
Female,101.18281380002838,90.55663041922925,19,9,High
Male,91.83567905507495,90.31384051096916,7,9,Low
Male,92.13167685678664,87.03811200485819,20,10,Low
Female,81.35334927845209,80.76727556184179,6,2,High
Female,108.61812489259393,108.23727224226128,7,2,Low
Female,94.65540540260092,93.64284986070777,6,4,Medium
Female,64.51663678996407,61.90329788553882,19,8,Low
Male,83.12984398761876,82.53987812006142,9,3,Low
Male,94.85147777129997,88.59646619667434,11,11,High
Female,105.9954630363695,98.9835856373769,11,11,High
Male,107.54733705914722,103.48008869435334,20,7,Low
Female,102.4789412790712,101.44041370922564,12,3,Low
Female,106.0326039632458,102.04911461107977,15,9,Low
Female,77.22916277317977,75.80713442232694,8,5,Medium
Female,92.89537691652528,82.75299899188765,16,11,High
Male,101.73410561267079,98.56811145020488,15,5,Medium
Male,109.58530004719798,106.73885339038888,11,4,High
Female,117.41223414633879,112.21197720177,13,6,High
Male,91.11959779181863,85.67670492053841,20,7,Medium
Male,111.73126691028193,106.24002598312423,20,6,Medium
Female,99.59823291139574,94.57338470079803,11,8,High
Female,94.81427225180761,83.23142075227207,20,10,High
Female,106.49278676084413,105.18437311172121,15,2,Medium
Male,117.76129865712397,110.18339159623767,14,11,Medium
Male,81.46765671477652,78.75627498006551,7,8,High
Male,85.89600410052883,79.7842611271072,19,9,Medium
Female,105.37723389006695,101.92448378485675,11,11,Low
Female,65.02748117460507,58.9919418690353,14,12,High
Male,100.64494802964373,95.4453952608794,15,8,Medium
Female,73.19164659849642,70.62931878394049,19,7,Low
Male,90.97182815371006,88.62598690502203,7,6,High
Male,108.07361931777665,102.68110437040737,10,9,High
Male,81.20771093074846,80.15831614448369,6,5,Medium
Female,112.39916567411422,108.11196709912117,17,8,Low
Female,86.6687373211362,85.08187615058519,8,5,Medium
Male,100.09573175628404,97.72646953087155,6,9,Medium
Female,92.40287782162152,88.91991343362132,15,10,Low
Male,105.82177178317976,100.85537654185019,19,6,Medium
Female,80.69139519736488,74.70673332524751,13,10,High
Male,84.04429962253965,82.60515788742822,16,4,Low
Male,92.73515746664707,86.7212781766622,20,8,Medium
Female,70.08852708136922,66.67719901301233,15,8,Medium
Male,102.24532717801895,99.47849891112799,9,7,Medium
Male,92.72114523841546,82.58818142226863,20,9,High
Male,118.3226871197374,108.77264522140213,14,10,High
Male,118.62937111921123,116.95543775346147,13,4,Low
Male,104.80503522272966,102.74289826655576,19,4,Low
Female,97.04983606003717,95.57181962274896,13,2,High
Female,119.12271387402635,112.66955980826296,19,10,Low
Female,113.23698907411116,110.59376690163069,14,3,High
Female,105.90419694948841,100.944799864715,7,12,High
Female,78.81543670456207,72.82167518428186,15,12,Medium
Female,81.93234168708457,78.70177511054847,14,11,Low
Female,72.07600594565193,64.1489854521057,20,12,Medium
Female,89.22888761504248,80.23547908166907,15,12,High
Male,119.61474088558319,117.88012860593545,6,9,Low
Male,116.48603812046355,109.84820204693274,18,7,Medium
Male,84.73397736077877,75.39728104555269,20,9,High
Male,81.00761157162025,75.56276543513455,17,7,High
Female,113.91826010449597,108.91964246894122,13,8,Medium
Female,92.23020767692245,90.04954275368321,13,4,Medium
Female,72.01139329250736,67.57520184131728,12,12,Medium
Female,100.41919617507813,97.90928555413079,11,9,Low
Male,105.7689271171928,102.3465170682597,14,9,Low
Female,67.32513641018804,65.52436980800765,11,6,Medium
Male,90.38400933990478,87.20596001247416,17,5,Medium
Male,82.40311857253032,72.8660994300036,17,12,High
Female,72.59162843220852,71.67319544151454,10,5,Low
Female,67.93834049118377,66.73819527477204,6,7,Medium
Female,71.59417754847337,69.58760226945532,15,7,Low
Male,107.41868583652467,105.72062579832318,7,8,Low
Female,62.969984655664064,62.255925777279096,14,3,Low
Female,66.11127691489298,65.15251049740522,6,4,High
Female,68.05041828469726,67.54833113840999,9,2,Medium
Male,92.66164483832536,90.56842997363918,13,4,Medium
Female,77.92501865111646,75.80719197290648,9,7,Medium
Female,75.30382711899837,73.11335516557604,13,4,High
Female,105.03219920594498,103.75479685388133,11,2,High
Female,119.88136726548603,114.24351710529088,16,5,High
Female,92.03867541772775,88.42250102852019,9,10,Medium
Male,117.76810871655769,112.22089317506271,14,12,Low
Male,95.86440448504258,91.39822887200917,16,5,High
Female,66.4009468081628,64.59082020251665,9,11,Low
Male,96.35095317879349,95.12466400239283,7,3,High
Male,91.84511093658773,90.88780801086244,9,2,High
Male,99.73627849156713,91.77136781590306,17,8,High
Female,99.42262061498539,97.17131459269461,9,6,Medium
Male,98.44200876609634,89.48195149736846,20,8,High
Female,116.10963072466953,109.93963298771757,20,6,Medium
Male,115.39059289197519,112.15112662407209,17,3,High
Female,102.11865570997183,96.8606268241146,18,5,High
Male,99.58739649458197,97.77930823308684,6,11,Low
Female,67.90123690886742,63.580932484056376,13,8,High
Female,83.82082000665801,79.32504365573637,8,12,High
Male,108.17606157604695,107.47807377777342,6,4,Low
Female,77.09313123322387,72.02606267571197,12,10,High
Male,84.15952310173682,80.08128547602013,12,10,Medium
Male,116.31593830042513,112.92888414273858,13,4,High
Male,108.36203239262178,101.24964978532942,13,11,Medium
Female,96.91658559810583,92.29680849779345,17,5,High
Male,111.69995622435667,110.39455078483631,7,4,Medium
Female,110.13876225500854,103.99462712288805,8,12,High
Male,99.33835992684094,97.83774365780573,19,3,Low
Female,112.8712950845664,102.24678117917436,14,12,High
Female,114.98514064206633,111.92444112170384,20,3,Medium
Male,90.86204381699126,86.74288785686701,11,7,High
Female,96.45272158744766,93.50763562929953,7,8,High
Female,91.59504172922814,89.38202914212977,13,3,High
Male,101.51783116607609,98.01577445788874,9,9,Medium
Female,116.25978563787372,112.42198904283693,7,11,Medium
Female,78.31132216158174,72.66637218274154,12,11,High
Female,119.00603869407458,111.60319777535902,14,8,High
Female,114.12787288825393,112.0586046497956,8,4,High
Female,87.52337331681017,86.30386986741314,13,4,Low
Male,112.69813054472664,109.47802240195335,14,8,Low
Male,110.76187977280563,100.8130446491294,15,10,High
Female,100.67369817711128,95.92826124541172,12,7,High
Female,79.19003336298925,73.40947584212817,15,8,High
Female,71.78705950925723,65.74606164166266,14,11,High
Female,100.2916618059455,96.78842891933179,19,7,Low
Male,113.71893185604337,111.47481641578325,11,4,Medium
Female,60.97516732064218,59.27723668976127,6,11,Medium
Male,105.71213501234048,103.05019840871398,6,10,Medium
Male,97.7149209848885,91.76404369855258,15,7,High
Female,113.88526530761902,110.78855539223689,10,10,Low
Male,92.85891723416822,85.08620333653643,20,10,Medium
Female,88.45108873581731,87.8583547377881,12,2,Low
Male,100.59068416140745,99.87859510850231,6,2,High
Female,68.42637128226318,64.26838188095219,17,6,High
Female,102.77353816193438,97.2003178736535,20,6,Medium
Male,113.21905380483838,102.639583130496,15,11,High
Female,63.47455661377561,61.60423755180047,10,7,Medium
Female,77.48332923221416,76.85424108531625,8,4,Low
Male,81.52178726140232,73.74885987647292,18,9,High
Female,117.39264628129453,113.9714217211786,8,8,Medium
Male,106.68675282815295,105.28940835889861,10,3,Medium
Male,118.56801677819126,110.48518685460526,13,9,High
Male,101.25977113325231,99.07118039185265,7,11,Low
Male,112.08274095582456,110.1560909223269,17,4,Low
Female,82.4648390327844,81.75912116135011,15,2,Low
Male,94.15276130290563,83.14669638618592,18,11,High
Male,95.1307126842053,86.14698504225697,20,8,High
Female,99.47172802358568,96.77631962336014,12,9,Low
Male,94.37812604086609,91.5450473975166,10,5,High
Male,116.01469806416902,114.1766711782922,12,5,Low
Male,119.33099460200621,113.10827334385449,16,8,Medium
Female,61.82559092022036,60.674286679190246,14,3,Medium
Male,87.74493161609986,86.90470122816116,12,3,Low
Female,66.73499955524316,62.81779915080286,15,7,High
Male,81.69456188365773,81.14864531940282,8,3,Low
Male,89.10963973389146,87.21760245366943,13,3,High
Male,97.87173281476325,93.85099443266512,18,5,Medium
Male,113.47961461154735,109.57130068490527,10,8,Medium
Female,73.30944183059977,71.55418874509895,6,7,High
Female,89.63671533973208,87.54208353862383,7,12,Low
Female,115.77712436680527,112.6213568554856,12,4,High
Male,106.688588271467,105.80184597338348,10,3,Low
Male,111.9231607902399,109.27770855891843,17,5,Low
Female,93.05963821112917,92.09391300267056,6,4,Medium
Female,118.82798753043781,118.28622544311408,6,3,Low
Male,103.54648618725896,99.78967783099642,8,11,Medium
Female,62.73064283775549,57.96219252672391,16,11,Medium
Female,71.87896799638769,64.94778630013275,16,11,High
Male,96.19094515828593,95.10720021977579,13,2,Medium
Female,96.07663035442658,87.23494822519399,20,11,Medium
Female,106.31585204453759,100.26661717587096,12,11,Medium
Male,96.52344503615545,95.90871052144624,12,2,Low
Female,102.60349830094131,95.4252015890191,18,7,High
Male,111.594780124365,109.3345827816114,13,6,Low
Female,79.03561183499897,75.7690923899219,19,5,Medium
Female,118.75621440214911,114.80298189496992,13,10,Low
Male,105.98625980943342,103.07501000143684,6,11,Medium
Male,115.23992243144525,111.39256333951906,15,4,High
Male,102.23750755234427,100.69888512572845,17,2,Medium
Male,109.66412428609294,104.7553414131543,18,6,Medium
Female,106.23264369698192,101.61274683679926,10,10,Medium
Female,114.49490275407474,111.92622852963137,7,12,Low
Male,86.01399027485482,84.11218466793272,10,5,Medium
Male,102.33133696676994,94.82576415388519,15,11,Medium
Female,85.70271078635137,81.81544968665176,11,9,Medium
Female,115.38954127042442,110.14332294056304,15,7,Medium
Male,84.20378776995997,83.51036226259154,6,3,Medium
Male,119.30295554723651,116.31873973889978,12,5,Medium
Male,115.01805296373186,111.4028519447258,10,12,Low
Female,64.42957689385491,63.663007176683536,10,2,High
Male,99.63865542161898,93.39928013326073,17,6,High
Female,103.05357001275155,101.7511571365263,7,3,High
Male,109.52606182764225,103.78541540183716,17,5,High
Male,116.25976500951683,113.96321687409949,13,6,Low
Female,107.99192613493867,99.06173565425826,19,10,Medium
Male,92.43721521376358,85.76187805575339,17,10,Medium
Male,99.9373914344981,93.93153883439145,20,11,Low
Male,108.07143051743417,95.03535583615985,19,11,High
Female,68.30621048186109,66.15025942093284,17,7,Low
Female,71.63944785601184,68.07243890481134,16,12,Low
Male,99.24169792439491,98.55072475673255,6,2,High
Male,91.92983194822051,91.04701317549126,7,5,Low
Male,114.50236999136379,108.14861035670503,18,7,Medium
Female,95.17663929123708,93.25364793051618,8,10,Low
Male,93.9466079087347,92.26784649494842,16,2,High
Male,113.9533210241764,100.9883805597973,16,12,High
Female,108.29270691325434,100.56524282689396,18,7,High
Male,119.93419508397078,116.47287028346202,16,7,Low
Female,110.83846130002408,100.11732884012805,16,10,High
Male,96.57826139222719,93.66492133337348,18,4,Medium
Male,85.09995527079954,83.7356046820282,14,2,High
Female,110.43845449202868,101.91694928374716,20,9,Medium
Female,63.58547507762364,61.12987054421082,13,11,Low
Male,94.01084829379417,85.2754209265842,19,9,High
Male,116.78951923085094,114.70999247020843,16,2,High
Female,117.64598840670604,113.6378255427028,15,5,Medium
Female,98.4338756112731,97.30484027388002,14,3,Low
Female,101.31889901902281,99.75624172276662,18,2,Medium
Male,81.69817954902089,80.43811649966996,6,10,Low
Male,100.57921364358191,100.07400503532409,6,2,Medium
Male,101.87472715225366,92.7264031386586,17,12,Medium
Male,93.60402984496444,86.17755395711322,18,8,High
Male,82.74387339015537,81.89398695485156,6,4,Medium
Female,73.73445598346365,72.71976305600425,18,3,Low
Male,94.31935747444786,90.65444291846394,19,5,Medium
Male,97.40567946065319,96.17792210492742,8,6,Low
Male,103.63706902134277,99.70535326519911,12,7,Medium
Male,108.89566074792945,105.53867139110753,18,3,High
Male,92.70527493095784,87.93096626512393,14,8,Medium
Female,79.737225595139,75.22156445401073,18,12,Low
Female,61.181498563422224,59.4973946209556,9,11,Low
Female,62.4524916056411,60.38200970262329,20,3,High
Female,75.46930165851218,73.44379991427998,19,5,Low
Female,104.4146998604974,96.33113700848129,13,10,High
Male,105.13255321495649,103.38848138209747,9,4,Medium
Male,110.79156082711339,107.76434740287227,9,12,Low
Female,106.13516617288931,100.98149892502347,11,8,High
Female,111.39404806015807,110.30088696472356,11,2,Medium
Female,103.21915595921301,97.60544000917115,20,6,Medium
Female,118.74065514004937,110.93768941682089,19,6,High
Female,113.92951315810905,112.61395210634038,10,2,High
Female,95.20302997339405,92.32223028817542,14,5,Medium
Female,95.28946022947031,92.01293190332113,16,5,Medium
Female,62.05602242113377,57.8023410860046,15,8,High
Male,119.94106310833416,115.22333994532404,8,9,High
Male,85.26303989464567,79.69659605167348,20,8,Medium
Male,109.61388786526368,101.76142274167732,19,9,Medium
Female,109.26091170745853,107.84915177355154,17,3,Low
Female,82.38327175831219,77.46725228444026,19,12,Low
Female,71.81112327991883,67.29569654556151,14,8,High
Female,65.92559320743331,61.78940317974169,11,10,High
Male,109.94424023318311,107.44259708794625,13,4,Medium
Male,98.10614116822782,94.82521153808682,11,7,Medium
Female,102.82306554006814,101.64326283792195,10,2,High
Male,116.61630595407203,113.81993021609715,10,4,High
Female,68.7950241690634,64.95318667474348,13,7,High
Female,115.15026004342798,105.14381710218933,14,11,High
Female,84.6975875705062,79.07634806454311,14,11,Medium
Female,78.31602059383735,75.6951506003541,11,11,Low
Female,116.58373563616675,114.70130394798439,12,5,Low
Male,119.62606770425597,117.85297296913261,12,2,High
Male,87.95568871069793,84.73670389041372,9,7,High
Male,106.27353387807933,104.37871347886579,17,4,Low
Male,84.25981255084241,82.12693341376334,12,5,Medium
Female,99.05484023145034,95.86322085910149,6,12,Medium
Male,113.092529111034,107.42797902717396,17,5,High
Male,107.3799418609627,99.8396413332739,11,11,High
Male,96.69332568250383,96.10942099907604,12,2,Low
Male,95.32265438255078,88.58282918844391,15,8,High
Female,83.58734491340502,80.62461788336323,11,12,Low
Female,95.38270907957539,92.30324500836534,10,8,Medium
Female,112.89403620434973,109.36719028301444,17,3,High
Female,115.74396943612606,111.24418388797366,17,8,Low
Female,63.21177721243909,60.812279360879316,9,7,High
Male,87.26489578582753,84.6974040475833,6,8,High
Female,66.73345894969731,65.44694075737893,19,4,Low
Male,87.73338563067657,86.61573604311737,11,2,High
Male,93.86431242436687,93.35800037932182,7,3,Low
Female,90.39190095735742,84.93678563166353,11,10,High
Female,97.76767362054913,86.87914940129302,17,12,High
Female,103.92853314838209,103.0643722177138,7,2,High
Female,113.40669248314842,112.09063365118021,7,6,Low
Female,119.34530623378745,109.79354393055189,14,10,High
Male,106.5142591422848,103.42183725201379,17,4,Medium
Male,113.81458074671052,110.43980747951048,13,9,Low
Female,106.68233081548193,99.7454134475217,15,10,Medium
Male,92.30128156874848,91.03400281771728,17,2,Medium
Male,115.02769080939692,112.88746574093665,9,8,Low
Female,62.565788276867934,60.46469364546778,11,12,Low
Female,60.02204062508747,56.96247455476544,20,6,Medium
Female,76.42395776330785,76.10752002954011,8,2,Low
Male,98.48390118509799,95.09183068166588,12,7,Medium
Male,105.5345158000271,96.00439684178465,18,9,High
Female,66.10621599267269,65.63272285232381,9,3,Low
Female,100.3806080300904,98.45191229161021,19,4,Low
Male,112.07263468238779,110.6670268510297,14,2,Medium
Male,87.41251678317467,78.53109617708151,19,12,Medium
Male,96.60501019327175,92.5260252138847,10,10,Medium
Female,91.19909939719858,85.43717142857088,14,11,Medium
Female,87.10842108506884,85.45525256263646,6,7,Medium
Male,111.99319723553883,104.81117378001122,14,8,High
Female,117.63134388715986,113.79606719098929,16,8,Low
Male,111.9581265603272,108.69455287870389,10,5,High
Female,64.67956907254947,63.761484264619476,6,4,High
Male,112.19742288636509,106.13173067869573,11,12,Medium
Female,63.99577993413307,62.2779280512348,11,6,Medium
Female,74.1582231144942,73.69244081992622,8,3,Low
Female,69.18581381014337,66.35340259662048,10,10,Medium
Female,71.85114641076512,65.37518319223845,19,8,High
Male,101.13260508229402,99.63641364733276,14,4,Low
Male,106.86759430443415,97.6273825962135,14,11,High
Male,98.81285129344164,91.89871345328918,17,7,High
Female,117.58173834175462,109.4232908651516,10,12,High
Female,74.41753920181,72.11471879722477,19,3,High
Female,105.78841381528758,102.24799060324628,7,8,High
Female,112.21093071042891,101.80323281997752,14,11,High
Male,102.48264443018877,95.54017442103468,14,8,High
Male,98.24890007846213,96.59754327961221,14,2,High
Male,103.84737787116975,101.4142423182058,17,5,Low
Male,97.15239080641372,85.28268875291647,19,11,High
Male,102.20775529293478,98.7636680523056,9,9,Medium
Male,96.67735808515206,94.13485297960167,9,11,Low
Female,84.02818261764804,82.78478575374972,18,2,Medium
Female,101.72078808837179,97.68376605073107,8,8,High
Male,83.71404852271871,79.91471891045121,18,10,Low
Female,69.99252436372925,68.74184733490272,16,4,Low
Male,114.04793886860016,105.09428882732091,15,12,Medium
Male,110.84309387260753,105.23650167475424,18,11,Low
Female,76.88722363766362,72.60340916364184,11,12,Medium
Male,95.09075730663041,89.740780365875,20,10,Low
Female,115.56159039770884,111.00102992389972,13,12,Low
Male,112.72308900695445,98.50633592272969,19,12,High
Male,104.57385199918524,102.5539243417405,11,3,High
Male,88.85960715211831,83.88205670525164,19,5,High
Male,81.77007885261078,77.91242661663608,14,6,High
Female,85.87547081051389,83.01912580781345,13,6,Medium
Male,106.90508557029847,105.53265485657808,15,3,Low
Male,113.13921962071406,111.20871768907362,20,3,Low
Female,111.16134034453617,108.56145206256993,6,7,High
Female,61.966554077601806,60.49302315405713,8,11,Low
Male,89.76628135347518,84.08065863687794,13,8,High
Male,93.56378353909612,88.930405054003,9,10,High
Female,71.32393265756315,70.43668778727209,16,3,Low
Male,112.1190151345535,97.8554371643113,18,12,High
Female,106.04794578509654,100.24426918593018,11,11,Medium
Male,100.67332161523883,99.8051069041302,7,2,High
Female,118.97558867975133,117.4877483847775,11,2,High
Male,85.76234164363369,85.25425626616898,7,2,Medium
Female,113.97910219966013,112.18876786531666,7,4,High
Female,66.98779524971496,59.379634139172715,20,10,High
Female,69.79090233084725,68.81440707183847,8,3,High
Male,107.84876801002476,106.87050589621094,10,2,Medium
Female,66.57418152250136,63.04396242810401,9,10,High
Male,102.63380381674844,101.40352861141416,7,3,High
Female,85.21401218835922,82.13078809443263,17,8,Low
Female,103.7084379324609,102.33161083086878,15,2,Medium
Male,116.0270095523546,112.4048124143216,7,10,Medium
Male,110.79486058676221,106.87926405664642,8,10,Medium
Male,113.98759505684754,112.02577651158866,14,2,High
Female,61.97672691187394,60.155328743900675,7,10,Medium
Female,78.61172989465219,73.67744589392679,13,11,Medium
Male,100.6173234674533,96.42926026559341,14,5,High
Male,96.63813258519119,95.61134793039368,8,5,Low
Male,89.25019811918753,88.11587610411266,15,2,Medium
Male,92.31496391840093,86.19536893949022,12,12,Medium
Male,117.81723881566423,112.92712665601348,11,9,Medium
Male,91.76723519485407,87.61102526391718,18,6,Medium
Female,81.23424661078715,79.90668209825174,7,4,High
Male,80.14839095000075,78.61309211589845,15,3,Medium
Male,113.80310509111499,107.4800200023607,12,8,High
Male,86.19362813606307,74.66707787421475,18,12,High
Male,88.16577102054904,83.25447872819186,18,11,Low
Female,75.31587102552153,73.40013680547713,15,4,Medium
Male,115.3848822737937,111.03798227842046,17,5,Medium
Male,88.25805644985259,86.31130477920259,8,6,Medium
Male,111.9010544347176,108.46518782731977,11,11,Low
Female,108.48296041937428,102.64541278654424,12,11,Medium
Female,115.62123412718375,105.48211000662583,17,9,High
Male,84.62245254401256,81.84112990974714,19,4,Medium
Female,73.03673834026988,72.75005213696677,7,2,Low
Male,109.71593168322886,107.03723947013135,20,3,Medium
Male,87.84003017122956,85.82836872920463,11,8,Low
Male,91.45318187493797,85.85336942589458,14,10,Medium
Female,70.00449480668176,68.26607824781873,10,9,Low
Male,86.90786744620198,78.54173478811728,20,11,Medium
Male,99.26213418512823,94.89766585674116,12,9,Medium
Male,84.38732248451834,83.61477190706196,11,3,Low
Female,79.30185710781734,75.93692855779972,19,5,Medium
Female,85.59563457593273,83.93253936520108,18,4,Low
Female,61.472886991438656,58.56876778797625,12,9,Medium
Male,95.5333266589781,91.07430098386004,20,4,High
Male,83.76489744342068,82.44152924857376,6,10,Low
Female,89.6147118687706,87.9782703511134,8,9,Low
Male,113.02952754228386,108.98634718917657,11,8,Medium
Female,109.10532973090723,105.52486021676594,12,5,High
Female,64.82691093224403,63.78946484155017,8,7,Low
Male,104.04911030698081,102.3235510768425,15,2,High
Male,113.38345527884945,110.86858577453434,7,12,Low
Male,89.51890171738542,87.1770301776128,10,6,Medium
Male,110.47706045798397,104.32384687528439,14,7,High
Male,115.63057385800373,105.4136772458749,14,11,High
Male,112.24496605761777,109.9993353672913,9,8,Low
Male,84.29204126062018,79.58990374392417,13,7,High
Male,80.36239998089539,78.6316705811933,16,3,Medium
Female,71.50344659531073,64.9725232402474,19,8,High
Male,90.81909363786492,85.83030693575019,8,12,High
Female,96.97097943695758,92.45925891370057,15,7,Medium
Male,95.37092700969274,94.60045548869601,7,2,High
Female,102.20442183968841,87.90784833036265,20,12,High
Male,94.12299842086435,86.38813436202376,16,12,Medium
Male,86.17701698618401,79.59812497835674,17,10,Medium
Male,92.5075937394414,82.27866395759267,20,10,High
Female,113.0594535833481,111.40876669921063,7,5,Medium
Male,118.34129376980259,113.76612347641928,7,9,High
Female,72.4507640440421,70.90662156122116,12,7,Low
Female,107.30810322146648,105.08537232303163,19,4,Low
Male,90.93394946159484,86.0284745546643,9,11,High
Male,115.48526173725631,100.75959592406117,19,12,High
Male,86.62182451185022,82.4348917051377,12,7,High
Female,99.95759512164341,99.0507773592738,11,2,Medium
Male,83.3684505885273,80.6186739435253,10,6,High
Female,118.43359943843217,113.7732401192692,8,11,Medium
Female,102.03800067843257,97.48397949612465,13,8,Medium
Female,110.50894436430511,106.92160109756566,14,4,High
Male,102.66677357452139,99.71423398314225,14,8,Low
Female,88.60808183573161,87.7375712100571,6,3,High
Male,104.87529565577461,102.69240099862445,13,6,Low
Male,101.14966046797792,95.7098338535489,14,9,Medium
Male,98.77537420580612,96.91063295012253,14,5,Low
Male,110.3780100583057,102.89799974794782,13,9,High
Male,87.12803819757073,86.66495521930814,10,2,Low
Female,70.27032288930951,68.23938376064501,16,7,Low
Male,97.27370602598825,94.73398299980914,12,4,High
Male,92.82991664179784,89.26770367257856,15,10,Low
Male,82.96498071652097,76.98322942691988,12,11,High
Female,110.66822954512406,104.0774234879084,14,7,High
Female,106.29616840166099,105.10840932260892,20,2,Low
Male,101.75685999211939,99.77390358239082,9,8,Low
Female,118.75947223586215,117.92676357558167,13,2,Low
Male,82.90400266190422,82.02824876173325,14,3,Low
Female,106.0001580616725,104.63346096284467,10,5,Low
Male,90.65481566436387,88.27821381870677,8,6,High
Female,82.11593519661453,80.50386381347901,9,8,Low
Female,73.15676311218405,72.6544707511697,6,2,High
Male,111.5615156584746,109.01147802350174,10,9,Low
Female,68.65440612129396,67.07972505573446,14,6,Low
Male,113.60066790941113,112.64956276255745,6,5,Low
Female,99.69465889379003,97.35871702551039,17,5,Low
Male,82.36092981076459,79.0685348906605,18,5,Medium
Male,112.43926926400613,109.49966828230403,16,4,Medium
Female,97.66534296977876,96.91156196269165,10,3,Low
Male,116.19929278313366,114.21242906810419,8,5,Medium
Male,109.94889225634553,104.3069279286715,12,10,Medium
Male,102.444837097191,100.9538465437051,8,3,High
Female,110.19283083715186,105.9244234990025,8,11,Medium
Male,91.12200953204888,86.72981517397349,8,10,High
Female,92.81700371067382,88.30783073414136,18,10,Low
Male,91.74467279213641,88.83276698389415,20,6,Low
Male,118.72817564362035,115.27950476415168,13,8,Low
Male,89.04785203368026,81.55043618536392,17,12,Medium
Female,60.94429438022775,59.63855630184388,16,5,Low
Male,93.03419368015184,86.31078408964194,15,8,High
Male,100.10037587879219,92.64220775637948,16,11,Medium
Female,61.70177605380451,59.32359221152709,12,7,Medium
Female,93.55489800203443,83.74798774394822,15,12,High
Female,112.45696649707381,106.2922119027414,12,10,Medium
Male,108.1892877766668,105.19761295706873,6,11,Medium
Female,97.37809937869827,96.48022129416252,8,2,High
Male,118.23847002833006,116.27998727147174,7,9,Low
Female,117.49676003052636,110.64517932333538,16,8,Medium
Female,109.45598818219372,105.50874336743472,10,6,High
Female,96.46451084315106,91.42869496279654,12,10,Medium
Female,89.2658735698624,86.59374194204054,9,6,High
Female,60.798966794788036,58.24356627950431,14,7,Medium
Male,104.25047624906165,100.90613958756,17,7,Low
Male,119.56352301427415,109.93681531534706,17,8,High
